message_id,translation
10093,<0x04>나를 두 번째로 열어라<0x05>
10094,<0x06><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x08>
10100,상자 안에는 금화 몇 닢과
10101,"^검 한 자루, 그리고 이렇게 적힌 두루마리가 있다:"
10102,@마음속
10103,좁은 복도를
10104,경계하라
10110,상자 안에는 열쇠 몇 개와
10111,"^지팡이 하나, 그리고 이렇게 적힌 두루마리가 있다:"
10112,@마음속
10113,총알받이를
10114,경계하라
10120,맨돌 선반이 벽을 따라 늘어서 있다.
10121,^한때 식료품 저장실이었던 곳이다.
10130,한때 이 대연회를 빛내던 장엄한 화려함은
10131,오래전에 사라졌다. 반백 명은
10132,거뜬히 앉힐 만큼 길었던 식탁의
10133,썩은 시체 같은 잔해가 이제
10134,^바닥 위에서 무너져 가고 있다.
10140,낡은 돌 화덕과 쓰러진 선반은
10141,한때 왕실 연회가 준비되던 주방임을
10142,"말해 준다. 이제 요리사는 ""시간""이고"
10143,주방 자체가
10144,^그 식사가 되어 버렸다.
10150,얼룩지고 썩은 섬유 조각들이 벽에
10151,달라붙어 있다. 한때 화려한 태피스트리가
10152,이 공식 집무실에서 왕권의 위엄을
10153,"선포했지만, 이제는 음산한 조롱만 남았다."
10154,방 높은 곳에 자리했던 강대한 왕좌의
10155,달콤했던 권세는 오래전에
10156,"시들어 썩었고, 이제 그 왕좌는"
10157,스스로의 마지막 선고 속에서 쇠락한다. 
10158,이 몰락한 방과
10159,"빛바랜 왕좌에 내려질 마지막 심판이 있다면,"
10160,그 답은 왕좌가 놓인 단 위에서
10161,스스로 집어삼키는 부패 속에서
10162,"찾아야 할 것이다. 곪고 썩어 가며,"
10163,공허와 오물과 악취를
10164,"증언하고, 말없이 눈물을 흘린다."
10165,^자신의 유린된 잔해로 만든 눈물을.
10180,무너진 책상과 의자 몇 개가 이 왕실의
10181,사적인 방 바닥에 널브러져 있다. 틀림없이
10182,상담과 값비싼 흥정이 오가던
10183,^장소였을 것이다.
10190,책상의 잔해를 뒤지자
10191,찢어진 오래된 양피지 한 장을 발견한다.
10192,^거기에는 이렇게 적혀 있다:
10193,"@""교구대리와 그의 정부를 소환함, "
10194, 딸 레베카를 넘긴 대가로 
10195," 금화 100닢을 지급...""   "
10196,@문서의 나머지 부분은
10197,^사라졌거나 읽을 수 없다.
10200,이 작은 방도 다른 곳처럼
10201,"황폐해 보이지만, 바닥을 뚫고 솟은"
10202,기묘한 돌출물에는
10203,정체불명의 존재가 최근에
10204,^침입한 흔적이 남아 있다.
10210,돌출물을 살펴보니
10211,들뜬 바닥돌 몇 군데 둘레에
10212,^말라붙은 올리브색 점액이 보인다.
10220,<0x01><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x03>
10221,<0x04>   문을 닫아 둘 것   <0x05>
10222,<0x04> 영업 시간 중에는 <0x05>
10223,<0x06><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x08>
10230,가까운 곳 어디선가 바스락거리거나 날갯짓하는
10231,소리가 들린다. 어쩌면
10232,탑 어딘가에서 내려오는 바람 소리일
10233,^뿐인지도 모른다...
10240,"앞쪽 모퉁이 너머에서 무언가 ""쿵"" 하는"
10241,^소리가 들렸다...
10245,앞쪽 계단을 뛰어 올라가는
10246,발소리가 요란하게 들린다! 
10250,탑 바닥에 빵 부스러기 몇 조각이
10251,"흩어져 있고, 바람에 살랑살랑"
10252,^날려 가는 것이 보인다...
10253,%%]갑자기 오른쪽에서 문이 쾅 닫힌다!
10260,문 뒤에서 아주
10261,기묘한 소리가 들린다. 마치
10262,무언가가 문에 몸을 바짝 대고
10263,^거칠게 숨 쉬는 듯하다...
10270,무언가 잘못되었다는 느낌이 든다...
10271,%%!누군가 당신을 지켜보고 있다...
10272,%%]위를 올려다보니 수많은 박쥐가
10273,머리 바로 위
10274,^탑의 서까래에 조용히 매달려 있다... 
10275,%%%]!갑자기 박쥐들이 공격한다!
10290,갑자기 탑의 서까래 하나가 무너진다!
10295,서까래를 살펴보아도 떨어진 들보가
10296,"함정이었는지, 아니면"
10297,지지 목재가 썩어서
10298,^저절로 떨어진 것인지는 알 수 없다...
10300,이 작은 탑 방에는 오래된 잔해가
10301,"산더미처럼 쌓여 있으며, 대부분 심하게"
10302,^썩어 보인다.
10310,아직 쓸 만해 보이는 활과
10311,^화살 몇 개를 발견했다...
10315,때가 덕지덕지 낀 낡은 상자를 발견했다!
10320,곰팡이가 핀 낡은 가죽 흉갑을
10321,발견했다. 닳기는 했지만 아직
10322,^쓸 만해 보인다...
10330,353600
10331,시체를 자세히 조사한다
10332,시체를 탑 밖으로 밀어 떨어뜨린다
10333,시체를 그대로 둔다
10340,악취를 풍기는 정체불명의 시체가
10341,"탑 가장자리, 바로"
10342,해자를 내려다보는 곳에 놓여 있다. 너무 썩어
10343,무엇이었는지 알아볼 수도 없고
10344,^어떻게 죽었는지도 알 수 없다.
10350,시체를 탑 가장자리 너머로
10351,밀어 떨어뜨린다. 잠시 뒤 해자에 닿는
10352,^희미한 첨벙 소리가 들린다.
10355,시체를 움직이자 끔찍한
10356,"악취가 몸에서 터져 나와,"
10357,모두가 썩어 문드러진
10358,^시체의 악취를 고스란히 뒤집어쓴다.
10360,남쪽을 바라보면 성문 너머 저 멀리
10361,푸른빛을 띤
10362,^산맥이 보인다.
10370,동쪽에는 늪지의 끝자락이 보인다.
10371,차갑고 음울한 그곳은
10372,악의 땅을 예고하는 듯하다. 어쩌면
10373,악마와 마녀에 관한 이야기도 단순한 소문만은
10374,^아닐지도 모른다...
10380,"탑 가장자리 너머 북쪽을 바라보면,"
10381,숲이 시야 끝까지
10382,^끝없이 펼쳐져 있다.
10390,서쪽 멀리 불타는 구덩이들에서
10391,연기 기둥이 솟아오른다. 오래전에 끝났어야 할
10392,^시대가 아직 남아 있음을 증언하듯...
10400,"낡은 뼛조각들이 땅에 흩어져 있고,"
10401,짙은 붉은 얼룩이 흙을 물들이고 있다. 
10410,짓이겨진 두개골의 목구멍 안에
10411,박힌 기묘한 열쇠를 발견한다. 마치
10412,죽은 자가 마지막 순간 그것을 삼키려
10413,^했던 것처럼...
10420,"모두가 ""쿵!"" 소리와 함께 거칠게 착지한다."
10425,앞쪽 문의 쇠창살 안에서
10426,^무언가 움직이는 것이 보인다...
10430,문 너머로 빠른 움직임이 다시 한 번
10431,^번쩍 스쳐 지나간다...
10432,%%]희미한 움직임만 보이더니
10433,그것이 문을 가로질러 쏜살같이 달려들어
10434,^일행을 공격한다...
10435,%%
10500,문 뒤에서 기묘한 목소리가
10501,^들려온다:
10502,"!%""꺼져!"""
10503,"@내가 말했잖아, ""꺼지라고!!"""
10504,"%!""누구든 난 밖으로 안 나가,"
10505,"그리고 날 억지로 끌어낼 수도 없어!"""
10510,$스눕체리
10511,$연인
10515,"""스눕체리를 찾았다고?!"""
10516,"%!""그걸 왜 진작 말하지 않았어!!"""
10517,"%""들어와, 어서 들어와!"""
10600,"수많은 세월 동안 썩어 갔음에도,"
10601,이 옛 거처의 장엄함은 아직도
10602,"느껴지며, 이곳이"
10603,주인의 침실이었음이 분명하다.
10604,틀림없이 성의 영주가
10605,이곳을 개인 거처로 썼으리라. 벽에는
10606,손으로 그린 벽화가 파노라마처럼 펼쳐지고
10607,구석구석과 건축 곳곳에
10608,숙련된 장인의 솜씨가 배어 있다.
10609,이 어두운 폐허 속에서도 한때 이곳을
10610,빛냈던 경이로운 화려함의 흔적이
10611,^아직 조금은 살아 있다.
10612,거대했던 침대의 썩은 잔해가
10613,"먼 벽에 기대어 주저앉아 있고,"
10614,가구의 잔해가 방
10615,^곳곳에 흩어져 있다.
10620,썩은 선반과 부패한 책들이
10621,한때 도서관이자 서재였던 이 방의
10622,벽 주변 바닥에 무너져 있다.
10623,앞쪽 벽에는 부서져 주저앉은
10624,책상이 있다. 대부분의
10625,책은 완전히 삭아
10626,읽을 수 없다. 하지만 몇 권은
10627,제목을 알아볼 수 있어
10628,^살펴본다:
10629,"@!""세상의 역사"""
10630,"@!""아카데미아 마테마티카"""
10631,"@!""2주 만에 15파운드 감량"
10632,"^ 그리고 유지하는 법"""
10633,"@!""마법에 관한 이야기"""
10634,"@이 가운데 그나마 볼 만한 것은 마지막 두 권뿐이지만,"
10635,안타깝게도 둘 다
10636,썩어 새까맣게 변해
10637,건질 내용이라곤
10638,흥미로운 양배추 요리법 정도뿐이다. 
10640,252500
10641,뒤로 물러나 철사를 당긴다
10642,몸을 낮추고 철사를 당긴다
10643,철사를 건드리지 않는다
10645,책상 잔해를 뒤지다가
10646,책상에서 벽 안으로 이어지는
10647,^철사 한 가닥을 발견한다...
10650,비밀 보관함을 작동시켰다!
10652,보석함을 열자 열쇠 하나와
10653,작은 책 한 권이 나온다. 책은
10654,"상태가 양호하며, 일기나"
10655,수첩 같은데
10656,^해독할 수 없는 기묘한 암호로 쓰여 있다.
10660,썩은 간이침대 몇 개와 낡은 화분 하나만이
10661,이곳에 남아 있다. 이 소박한 방을 보자
10662,아이를 밴 시녀에 관한
10663,이야기가 떠오른다. 그 아이는
10664,왕의 사생아라는 소문이
10665,돌았다. 아무것도 증명되지는
10666,"않았지만, 왕은"
10667,그녀가 14살이던 해 내내
10668,매주 한 번씩 밤에 그녀의 침실을 찾았다고 한다.
10669,왕비는 끈질기게
10670,둘의 현장을 잡으려 했지만
10671,"끝내 성공하지 못했고, 곧"
10672,왕에게 벽을 통과할 수 있는
10673,^비밀스러운 마법의 힘이 있다는 소문이 돌았다.
10680,이 방은 텅 빈 벽에
10681,"가구도 없고, 몇 개의"
10682,^썩은 간이침대만 남아 있어 무척 황량하다.
10690,이 방은 한때 아름다운 응접실이었다.
10691,장식용 가구와 화사하게
10692,"칠한 벽이 있었지만, 이제 색은"
10693,바래 칙칙해졌고 의자도
10694,^모두 먼지가 되어 버렸다.
10700,낡은 나무 탁자와 의자 몇 개가
10701,"방 중앙에서 썩어 가고 있으며,"
10702,깨진 술병 조각과
10703,^돌무더기가 바닥을 뒤덮고 있다.
10705,기묘하게 생긴 검은 열쇠 두 개가 달린
10706,고리를 발견한다. 각 열쇠의 손잡이는
10707,^작은 삽 모양이다.
10710,인상적인 이 방은
10711,손님방으로 쓰였던 듯하다.
10712,그렇게 짐작할 수 있는 것은 문 뒤의
10713,^작은 표지판에 이렇게 적혀 있기 때문이다:
10714,@<0x01><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x03>
10715,<0x04>퇴실 오전 10시<0x05>
10716,<0x06><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x08>
10720,방에 들어서자 벽을 뒤덮은
10721,"설화석고 조각에 천사와 장미,"
10722,덩굴이 새겨져 있다. 회반죽은
10723,"오래전에 어두워졌지만,"
10724,장식의 정교함은 아직도
10725,감탄할 만하다. 세 사람의 키를
10726,합친 것보다도 넓었던
10727,침대의 화석 같은 잔해가
10728,"바닥에 무너져 있고, 방"
10729,곳곳에는 한때 가구였던
10730,썩은 목재 더미가 흩어져 있다. 이곳은
10731,틀림없이 왕비가 쓰던
10732,방이었을 것이다. 그러고 보면
10733,젊은 남자들과 벌였다는 그녀의 기묘한
10734,^의식에 관한 소문도 사실이었을지 궁금해진다.
10740,한때 밝게 칠한 벽이
10741,이 작은 내실을 돋보이게 했다. 원래의
10742,광택은 사라졌지만 아직도
10743,밝고 화사한 분위기가 남아 있다. 
10750,상자 안에서 꽤 충격적인
10751,"물건을 발견한다. 뭐랄까, 방어구 비슷한 것이다."
10752,광택 나는 단단한 검은 가죽으로 만든
10753,"무거운 브래지어처럼 보이며, 가장자리에는"
10754,날카롭고 뾰족한 금속 징이
10755,둘러져 있다. 용도가
10756,"명확하지는 않지만,"
10757,입는 사람이 적절하다면 어떤 종류의
10758,"(*흠*) 매력을 발휘할 ""잠재력""은"
10759,"있어 보인다. 그런데 더욱 이해하기 어려운 것은,"
10760,이 기묘한 브래지어와 함께
10761,상자 바닥에 묻혀 있던
10762,"긴 검은 채찍이다. 흠, 이런 물건들이 대체"
10763,^왕비의 내실에 왜 있었던 걸까?
10770,염소 머리로 만든 듯한
10771,기묘한 가면을 발견한다. 부패한
10772,흔적은 있지만 그 외에는
10773,상태가 꽤 온전하다. 가면과 함께
10774,"매우 화려한 단검 하나가 상자에 놓여 있는데,"
10775,금으로 만든 듯하다.
10776,자루에는 보석 몇 개가 박혀 있고
10777,아래쪽에는 룬 문자 두 개가 새겨져 있다.
10790,차가운 바람이 문의 쇠창살 사이로
10791,몰아친다. 마치 문 너머 어딘가에서
10792,성 안으로 바람이 불어오는 듯하다.
10793,멀리서 꽤 섬뜩한
10794,"울음소리 같은 것이 메아리치지만,"
10795,아마 이것 역시
10796,^바람 소리일 것이다.
10800,썩은 상자들이 바닥에
10801,한데 무너져 쌓여 있다. 안에
10802,무엇이 들어 있었든 이미 오래전에
10803,^먼지가 되어 버렸다.
10810,"거대한 돌 제단이 바닥에서 솟아 있으며,"
10811,룬 문자와 악마 형상이
10812,새겨져 있다. 기괴한 형상들이
10813,"이상한 의식을 벌이는 모습이 있고, 표면에는"
10814,짙은 붉은 얼룩이 남아 있다. 소름 끼치는
10815,"장면들은 공포스러운 이야기를 그려 내며,"
10816,그 불경한 목적을 냉혹하게 드러낸다. 
10817,이 형상들은 한때 이 성에 있었던
10818,게일풍의 낭만이라는 환상을 잔인하게 깨뜨린다.
10819,그 순수함은 충격적인
10820,^현실의 악몽에 집어삼켜졌다.
10830,어떤_제단_문양을_누를까요}
10831,11020
10832,불타는 구체
10833,염소 머리
10834,마법 지팡이
10835,없음 (나가기)
10840,불길한 석판을 살펴보자
10841,제단 안으로 눌러 넣을 수 있는 특별한 문양
10842,세 개가 보인다. 일종의 스위치처럼 작동하는 듯하다.
10843,"문양은 각각 불타는 구체,"
10844,"염소 머리, 그리고 지팡이다."
10850,2600
10851,제단 구덩이로 뛰어든다
10852,제단을 그대로 둔다
10855,제단 표면이 열리며
10856,어둠 속 아래로 이어지는 구덩이가
10857,^드러난다...
10860,제단 표면이 내려가기 시작한다!
10865,구덩이로 뛰어든다!
10870,아래쪽을 내려다보는
10871,발코니 위에 서 있다. 가장자리 너머를
10872,바라보니 제단 하나가 보인다.
10890,"계단 아래에서 섬뜩한 울음소리가 들려온다,"
10891,"!""OOOOEEEEEEEOOOOOOOOOOO"""
10895,문은 새까맣고
10896,상당히 무거워 보인다. 문 한가운데에는
10897,^검은 쇠삽이 볼트로 고정되어 있다.
10900,성의 첨탑 안에는 수많은 세월이 지났는데도
10901,"침대와 탁자, 의자가"
10902,온전하게 남아 있다. 침대에는 오래된
10903,털과 썩은 살점이
10904,"남아 있는데, 아마도 최근 당신이"
10905,^안식을 준 시체의 흔적일 것이다.
10910,커다란 수직 통로 위쪽을 올려다보지만
10911,어둠밖에 보이지 않는다. 하지만 바닥에는
10912,작은 설치류들의 사체와
10913,"핏자국 몇 점, 그리고"
10914,위에서 떨어진 듯한 배설물이
10915,^남아 있다.
10920,333700
10921,줄을 잡고 종탑 안으로 뛰어든다
10922,줄을 타고 종탑 건너편으로 건너간다
10923,줄 & 종을 그대로 둔다
10930,커다랗고 검게 그을린 종이 종탑 꼭대기에
10931,소리 없이 매달려 있다. 검댕 낀 곰팡이와
10932,박쥐 배설물 자국이
10933,곳곳을 덮고 있다. 굵고 긴 밧줄이
10934,"종에서 수직 통로 아래로 내려가며,"
10935,그 밧줄을 잡고 뛰어들면
10936,종을 울릴 수 있다. 또한 이 밧줄이
10937,^통로 건너편으로 가는 유일한 방법인 듯하다.
10940,~<0x19>!BONG!   
10941,~<0x19>!   BONG!
10950,종소리가 종탑의
10951,주민들을 깨웠다!
10952,%!박쥐들이 몰려온다!!
10960,<0x01><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x03>
10961,<0x04> 항상 <0x05>
10962,<0x04> 종탑을 <0x05>
10963,<0x04> 닫아둘 것 <0x05>
10964,<0x06><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x08>
10970,상자 안에는 길고 굵은 종줄이
10971,한 타래 들어 있다. 꽤
10972,^튼튼하고 쓸 만해 보인다.
11000,이 작은 방의 벽에는 한때 무기 거치대가
11001,"늘어서 있었지만, 이제는"
11002,무너져 썩어 버렸다.
11003,맞은편 벽에는 잔해 더미가
11004,^쌓여 있다.
11010,커다랗고 두꺼운 천막이
11011,거대한 상자 같은 것을 감싸고 있다.
11012,"둘 다 썩어 문드러졌고,"
11013,그 아래로 단단한 사람 형체의 윤곽이
11014,^선명하게 비친다.
11020,너덜너덜한 천막의 잔해를
11021,"상자와 그 내용물에서 조심스럽게 걷어 내자,"
11022,죽은 기사처럼 보이는
11023,시체가 나타난다. 하지만 곧
11024,그것이 무기고의 갑옷 전시용 인형이라는 걸
11025,깨닫는다. 성이 버려질 때
11026,^그대로 남겨진 모양이다.
11027,@장비를 살펴본 끝에
11028,상태 좋은 사슬 갑옷 한 벌과
11029,^문장이 새겨진 방패를 건진다.
11040,방 안에는 시체들이
11041,여기저기 널브러져 있다. 얼핏 보기에는
11042,^모두 죽은 듯하다...
11043,"@갑자기 큰 소리가 들린다,"
11044,"%!""ZZZZZZZ....   ZZZZZZZZ....."""
11045,%%%]갑자기 문이 쾅 닫힌다!
11046,"%%!걸걸한 목소리가 으르렁거린다,"
11047,"""야 너! 내 발에서 당장 내려!!"""
11050,이 지저분한 소굴 안은 짙은 연기로
11051,가득하다. 탁자마다
11052,에일 병이나 김 나는 술잔을 움켜쥔
11053,"온갖 험상궂은 도둑, 악당,"
11054,"산적, 해적,"
11055,살인자들이 한 지붕 아래
11056,^죄다 모여 있다.
11057,당신이 방에 들어서는 순간 모든 움직임이
11058,"뚝 멎고, 모든 시선이 당신에게"
11059,꽂히며 죽음 같은 침묵이 흐른다...  
11060,"@탁자들을 훑어보니, 단"
11061,1초 만에도 놀랄 만큼 많은 것이 눈에 들어온다.
11062,"금화 더미,"
11063,"카드 패의 그림, 심지어"
11064,주사위 한 귀퉁이의 흠집까지. 그리고
11065,당신을 노려보는 온갖 험악한 얼굴의
11066,^사소한 특징까지 전부 보인다.
11067,@죽을지도 모른다고 생각하기까지 남은
11068,"그 짧은 순간,"
11069,이 상황의 무언가가 마치
11070,비밀이나 임박한 죽음에서 벗어날
11071,해답을 알려 주려는 듯 도드라진다.
11072,"바로 그런 순간, 당신은"
11073,얼굴들과 악취와 연기에서 시선을 돌려
11074,방 건너편을 바라보다 기묘한 광경을 본다.
11075,강철 창살 뒤에 꼿꼿이 세워진 채
11076,뒤틀린 미소인지 찡그림인지 모를 표정을 짓고 있는
11077,보존된 남자의 형상이다.
11078,그는 진홍색 연미복과
11079,"흰 주름 셔츠, 파란 반바지,"
11080,"검은 삼각모를 쓰고 있으며,"
11081,검고 곱슬거리는 머리카락이 2피트나 늘어져 있다.
11082,"한쪽 눈을 가린 검은 안대도,"
11083,"어깨 위에 놓인 박제된 초록 앵무새도,"
11084,그 기묘한 얼굴에 들러붙은
11085,괴상한 표정도 당신의 시선을 붙드는 것은 아니다.
11086,진짜 눈길을 끄는 것은
11087,"오른팔, 손이 있어야 할 자리에"
11088,번쩍이는 강철로 만든
11089,^매끈한 갈고리가 튀어나와 있다는 점이다.
11090,@잠시 넋을 놓을 시간은 그게 전부였다.
11091,갑자기 크고 뚱뚱하고
11092,냄새나고 기름진 두꺼비 같은 돼지놈이
11093,"^당신 앞에 벌떡 서서 트림을 한다,"
11094,"@""난 캡틴 메이티다!"""
11100,문 안쪽에는 갈고리손 해적의
11101,보존된 시체가 노려보고 있다. 가까이서 보니
11102,^더욱 섬뜩하다.
11110,문이 잠겨 있던 데에는
11111,그럴 만한 이유가 있었던 모양이다. 시체를 건드리자
11112,재와 뼈 더미로
11113,"무너져 내리고, 외투와"
11114,"삼각모, 박제 앵무새, 안대,"
11115,그리고 물론 불길한
11116,^강철 갈고리만 남는다.
11120,"이곳은 병영이었던 듯하지만,"
11121,이제는 부서져 썩은
11122,^간이침대밖에 없다.
11130,썩어 버린 부서진 간이침대로 가득한
11131,^병영일 뿐이다.
11132,%%!잠깐!...
11133,%%무슨 소리를 들었다...
11140,<0x01><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x02><0x03>
11141,<0x04>  선장의 소굴  <0x05>
11142,<0x04>  무단침입 금지 <0x05>
11143,<0x06><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x07><0x08>
11150,"문에 난 작은 틈이 열리고,"
11151,"^그 뒤에서 거친 목소리가 중얼거린다,"
11152,"%!""암호가 뭐냐, 친구?"""
11155,해골 선원단
11160,"%""좋아..."""
11161,"%!""들어와...."""
11165,"%""그게 아니잖아!"""
11166,"%!""꺼져... 갑판닦이들!"""
11180,이곳에 보관되어 있던 통 몇 개가
11181,썩어 갈라지면서 밀봉된 꾸러미들을
11182,바닥에 쏟아 놓았다.
11190,"대부분의 꾸러미는 딱딱하게 굳었지만,"
11191,습기 덕분에 하나는
11192,제법 부드럽다. 열어 보니
11193,"세월에 푹 삭은 지독한 냄새의 치즈로,"
11194,^도저히 먹을 수 없다.
11200,"돌 탁자 네 개가 방을 나누고 있으며,"
11201,너무 반듯하게 배치되어 있어
11202,^식당을 떠올리게 한다.
11210,낡은 나무 선반들이 썩어
11211,바닥에 무너져 있다. 한때 물품을
11212,^보관하던 선반이었을 것이다.
11215,낡고 썩어 가는 갑옷 인형이
11216,구석에 주저앉아 천천히 가루가 되고 있다.
11220,이런!
11221,%!인형이 방금 먼지가 되어 버렸다!
11230,방 벽은 빛바랜 낙서와
11231,휘갈겨 쓴 글씨로 뒤덮여 있다.
11232,썩은 탁자 몇 개가 바닥에
11233,^한데 뭉쳐 있다.
11240,오크 난투
11241,금요일 밤 8시
11245,특별한 누군가가
11246,필요할 때는
11247,1-900-LADY로 전화
11250,트레버는 구리다
11251,@벽 아래쪽에 작은 구멍이
11252,^보인다. 아마 쥐구멍이겠지...
11260, $$ 현상금 $$ 
11261,분실
11262,"""스눕체리"""
11263,르몽테스에게 연락
11270,지독한 치즈를 구멍 앞에서
11271,흔들자 반대편 어딘가에서 희미한
11272,찍찍거리는 소리가
11273,^들려온다...
11274,%%%]찍찍거리는 소리가 훨씬
11275,"커지고, 벽 뒤에서 진동까지"
11276,^느껴진다...
11277,%%%]갑자기 벽이 폭발하듯 무너지며 미쳐 날뛰는
11278,거대 쥐떼가 쏟아져 나온다!!!
11290,이 방에는 별로
11291,중요한 것이 없어 보이며 아마
11292,^창고로 쓰였던 듯하다.
11300,낡은 와인 선반이
11301,"바닥에 무너져 있지만,"
11302,이미 오래전에 싹 비워진 듯하다. 
11310,몇 분 동안 방을 뒤져 보았지만
11311,빈 낡은 와인병 하나 외에는
11312,"아무것도 나오지 않는다. 그런데 이상하게도,"
11313,썩은 선반 아래에서
11314,바닥을 뚫고 솟아난 기묘한
11315,돌출부 몇 개를 발견한다. 천장을
11316,살펴보니 비슷한 형태의 균열이
11317,"있지만, 주변 어디에도"
11318,그 원인을 짐작할 만한 것은 없다.
11330,사람의 해골이
11331,지하 감옥 벽에 기대어 있다.
11332,뼈는 죽은 뒤로
11333,^한 번도 건드려지지 않은 듯하다.
11340,뼈를 뒤지다가
11341,튀어나온 느슨한 돌 하나를 발견한다.
11342,"돌을 들어 그 아래를 살펴보니,"
11343,기묘한 상형문자 같은 낙서로 가득한
11344,^작은 항해일지가 나온다.
11345,많은 쪽이 얼룩져
11346,읽을 수 없지만 마지막 부분은
11347,글자를 이해할 방법만 있다면
11348,읽을 수 있을 듯하다.
11350,해적의 암호 해독 반지를
11351,책의 낙서에 대자
11352,다음 내용을 읽을 수 있게 된다:
11353,@...정찰대 중 누구에게서도
11354,소식이 없어 난파선을
11355,^떠나기로 했다. 빌어먹을 안개!
11356,@기록 99
11357,!작은 배로 상류를 거슬러 올라가고 있다.
11358,이제 우리 9명만 남았다. 모건의 안색이
11359,전에 죽은 녀석들처럼 창백해지기
11360,시작했다. 놈도
11361,^병에 걸린 것 같다...
11362,@기록 100
11363,!오늘 아침 모건이 심하게 토했고
11364,오늘 늦게 죽었다. 우리는
11365,원인을 알 수 없어 모두 겁에 질렸다.
11366,내 생각에는 우리가
11367,먹어 온 음식 때문인 것 같다.
11368,^대부분 쥐고기였으니까...
11369,@다음 두어 쪽은 얼룩이
11370,너무 심해 읽을 수 없다. 하지만
11371,^그 다음 세 번째 쪽부터 다시 읽을 수 있다:
11372,@기록 106
11373,!선장은 우리가 돌아가려 하면
11374,"배로 돌아가면 모두 죽는다고 하지만,"
11375,모두가 점점 겁에 질리고 있다.
11376,특히 시체들이 왜 자꾸
11377,^사라지는지 알아낼 수 없어서 더 그렇다...
11378,@기록 107
11379,!고루몬드가 오늘 아침 죽었다. 다른 녀석들과
11380,똑같았다. 이제 우리 6명만
11381,남았다. 선장은 보물 상자가
11382,너무 무거우니 묻어 두자고 한다.
11383,이 빌어먹을 산에서
11384,^어서 벗어났으면 좋겠다...
11385,@기록 108
11386,!로스콘이 오늘 절벽 턱에서 어떤 남자를
11387,봤는데 모건이었다고 한다. 하지만
11388,모건이 죽었다는 건 모두 알고 있다.
11389,우리 모두 조금씩 미쳐 가는 건지도 모르겠다... 적어도
11390,^로스콘은 그런 것 같다...
11391,@기록 109
11392,!나도 오늘 모건을 봤다. 이제 나도
11393,병에 걸린 것 같다. 모건이
11394,"죽었다는 건 분명한데, 얼굴은 피로"
11395,뒤덮여 있었다. 그는 나를 바라보기만 했고
11396,아무 말도 하지 않은 채 웃기만 했다.
11397,^내가 미쳐 가는 것 같다...
11398,@기록 110
11399,"!신들이여, 우리를 지켜 주소서!"
11400,오늘 상자를 묻고 바로
11401,"산을 내려가고 있었는데,"
11402,거대한 괴물이 나타났다. 사람 같은
11403,무언가였는데
11404,키가 12피트가 넘었다. 놈은 그냥
11405,로스콘을 집어 들어 단 한 번 물어서 머리를
11406,뜯어 버렸다. 그리고 머리를 뱉어 내고
11407,웃었다. 우리는 지금 있는 곳까지 닥치는 대로
11408,도망쳤다. 길을 잃은 건
11409,확실하지만 선장은 계속
11410,^움직이는 게 낫다고 한다...
11411,@기록 111
11412,"!우리는 거의 ""거인의 산""을 다 내려왔다."
11413,적어도 난 그렇게 부른다. 그런데
11414,거대한 협곡이 하나 있고
11415,그 위로 다리와 밧줄 구조물이 잔뜩 걸려 있다.
11416,"여기서 남자들이 여럿 보이는데,"
11417,무언가를 캐고 있는
11418,^것 같다...
11419,@기록 112
11420,!드워프들과 이야기해 보고
11421,도움을 받을 수 있는지
11422,^알아볼 생각이다...
11423,@마지막 몇 마디는 잉크가 거의 흐려져
11424,"겨우 읽을 수 있고, 항해일지의"
11425,^나머지는 비어 있다.
11426,@항해일지를 발견했던 해골을
11427,"떠올려 보면,"
11428,드워프들이 별로 도와주지는 못한 모양이다.
11440,잊힌 죄수의 오래된 뼈가
11441,한데 쌓여 있다. 그는 아마
11442,^쇠사슬에 묶인 채 죽은 듯하다.
11450,뼈를 뒤지다가
11451,손가락에 낀 기묘한 반지를 발견한다.
11452,반지를 살펴보니 글자들이
11453,^원형으로 새겨져 있다:
11454,@  OLLY ROGE  
11455, J  * * *  R 
11456,D  *  X  *  S
11457, E  * * *  G 
11458,  CODER RIN  
11470,썩은 책상이 방 건너편에
11471,무너져 있다. 중앙이
